사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
배__01/NNG	는/JX 곡선/NNG 이나/JC 직선/NNG 을/JKO 피하/VV 고/EC 원__x01/NNG 또는/MAJ 회선/NNG 이/JKS 주로/MAG 쓰이/VV 었/EP 으며/EC ,/SP 허벅지/NNG 부터/JX 뒤꿈치/NNG 까지/JX 의/JKG 움직임/NNG 과/JC 호흡/NNG ,/SP 	배/NNG	와/JC 가슴/NNG 등/NNG 에서부터/JKB 엮/VV 어/EC 지/VX 고/EC 풀/VV 고/EC 하/VV 는/ETM 조이/VV ᄆ/ETN 의/JKG 굴곡/NNG 들/XSN ,/SP 어깨/NNG 에서부터/JKB 손가락/NNG 마디마디/NNG 끝/NNG 까지/JX 뻗/VV 
배__01/NNG	벌써/MAG 며칠/NNG 째/XSN 하루/NNG 한/MM 끼/NNB 밖에/JX 못/MAG 먹/VV 고/EC 있/VX 는/ETM 김철기/NNP 씨/NNB 는/JX 	배/NNG	고프/VA 다고/EC 울/VV 며/EC 보채/VV 던/ETM 아이/NNG 들/XSN 을/JKO 겨우/MAG 달래/VV 어서/EC 재우/VV 어/EC 놓/VX 고/EC 피골/NNG 이/JKS 상접/NNG 하/XSV ᆫ/ETM 아내/NNG 와/JKB 텔레비전/NNG 앞/NNG 
배__09/NNG	8/SN 	배/NNG	늘어나/VV ᆫ/ETM 2/SN 억/NR 351/SN 만/NR 달러/NNG 로/JKB 수입액/NNG 이/JKS 폭증/NNG 하/XSV 았/EP 다/EF ./SF 
배__09/NNG	이/MM 사건/NNG 은/JX 신문/NNG 에/JKB 즉각/MAG 보도/NNG 되/XSV 었/EP 고/EC ,/SP 이튿날/NNG 에/JKB 는/JX 무/NNG 값/NNG 이/JKS 두/MM 	배/NNG	로/JKB 오르/VV 았/EP 다는/ETM 보도/NNG 가/JKS 있/VV 었/EP 다/EF ./SF 
배__09/NNG	현지/NNG 에/JKB 다시/MAG 확인/NNG 을/JKO 하/VV 아/EC 보/VX 았/EP 더니/EC 현지/NNG 무/NNG 값/NNG 은/JX 그대로/MAG 이/VCP ᆫ데/EC 상인/NNG 들/XSN 이/JKS 팔/VV 는/ETM 값/NNG 만/JX 두/MM 	배/NNG	로/JKB 오르/VV 았/EP 다는/ETM 것/NNB 이/VCP 다/EF ./SF 
배__01/NNG	"/SS ×/SW 새끼/NNG ,/SP 내/NP 가/JKS 콤바인/NNG 으로/JKB 돈/NNG 좀/MAG 벌/VV 려니까/EC 	배/NNG	아프/VA ᆫ가/EF ?/SF 
배__01/NNG	사정/NNG 도/JX 모르/VV 는/ETM 면직원/NNG 들/XSN 이/JKS 오/VV 아서/EC 보/VV 았/EP 으면/EC 촌놈/NNG 들/XSN 	배/NNG	가/JKS 부르/VA 어서/EC 일/NNG 철/NNG 에/JKB 대낮/NNG 부터/JX 퍼마시/VV 고/EC 있/VX 다고/EC 하/VV ᆯ/ETM 판/NNB 이/VCP 다/EF ./SF 
배__01/NNG	이런/MM 바람/NNG 이/JKS 과연/MAG 등/NNG 따습/VA 고/EC 	배/NNG	부르/VA 어서/EC 나오/VV ᆫ/ETM 사치/NNG 이/VCP ᆫ가/EF ?/SF 
배__01/NNG	대개/NNG 의/JKG 경우/NNG `/SS 시키/VV 는/ETM 대로/NNB 하/VV 는/ETM 것/NNB '/SS ,/SP `/SS 주/VV 는/ETM 대로/NNB 먹/VV 는/ETM 것/NNB '/SS ,/SP `/SS 못/MAG 먹/VV 어/EC 	배/NNG	고프/VA 아도/EC 멀뚱거리/VV 고/EC 있/VX 는/ETM 것/NNB '/SS ,/SP `/SS 속이/VV 어도/EC 속/VV 아/EC 넘어가/VV 는/ETM 것/NNB '/SS ,/SP `/SS 시시비비/NNG 안/MAG 가리/VV 고/EC 입/NNG 
배__09/NNG	쇠고기/NNG 는/JX 13/SN 만/NR 2/SN 천/NR 톤__x01/NNG 으로/JKB 쿼터량/NNG 의/JKG 3/SN 	배/NNG	에/JKB 달하/VV 며/EC 돼지/NNG 고기/NNG 는/JX 완전/NNG 수입/NNG 개방/NNG ,/SP 고추/NNG ?/SP 양파/NNG ?/SP 감자/NNG 등/NNB 도/JX 수입/NNG 추진/NNG 을/JKO 결정/NNG 하/XSV 아/EC 올/MM 해/NNG 
배__09/NNG	가구/NNG 당/XSN 평균/NNG 239/SN 만/NR 원__x01/NNG 이/VCP 었/EP 으나/EC ,/SP 1990/SN 년/NNB 에/JKB 는/JX 473/SN 만/NR 4/SN 천/NR 원__x01/NNG 으로/JKB 3/SN 년/NNB 만/NNB 에/JKB 두/MM 	배/NNG	가/JKS 증가/NNG 하/XSV 았/EP 다/EF ./SF 
배__09/NNG	9/SN 	배/NNG	나/JX 늘어나/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__01/NNG	당신/NP 마누라/NNG 허고/JC 자식새끼/NNG 들/XSN 허고/JKB 	배/NNG	따시/VA 게/EC 쌀/NNG 밥/NNG 먹/VV 음/ETN 서/JKB 농민/NNG 들/XSN 헌테/JKB 고맙/VA 다는/ETM 인사/NNG 한/MM 번/NNB 하/VV 아/EC 보/VX 았/EP 어/EF ?/SF 
배__09/NNG	모든/MM 제초제/NNG 에/JKB 함유/NNG 되/XSV 어/EC 있/VX 는/ETM 다이옥신/NNG 이란/JX 물질/NNG 은/JX 청산가리/NNG 보다/JKB 1/SN 만/NR 	배/NNG	나/JX 독/NNG 성/XSN 이/JKS 강하/VA 아/EC ,/SP 인간/NNG 이/JKS 합성/NNG 하/XSV 아/EC 내/VX ᆫ/ETM 물질/NNG 가운데/NNG 독/NNG 성/XSN 이/JKS 제일/NNG 강하/VA ᆫ/ETM 물질/NNG 이/VCP 다/EF 
배__09/NNG	고지서/NNG 에/JKB 나오/VV ᆫ/ETM 금액/NNG 보다/JKB 51/SN ,/SP 300/SN 원__x01/NNG 이나/JX 적/VA 게/EC 나오/VV 았/EP 으니/EC 농지세/NNG 가/JKS 거의/MAG 두/MM 	배/NNG	로/JKB 매기/VV 어/EC 지/VX 어/EC 나오/VV ᆫ/ETM 꼴/NNG 이/VCP 다/EF ./SF 
배__01/NNG	그리고/MAJ 그/MM 땀/NNG 으로/JKB 이루/VV 어/EC 지/VX ᆫ/ETM 가치/NNG 가/JKS 놀/VV 고/EC 먹/VV 는/ETM 사람/NNG 들/XSN 아가리/NNG 로/JKB 	배/NNG	터지/VV 게/EC 들어가/VV 는/ETM 것/NNB 이/JKC 아니/VCN 라/EC 우리/NP 모두/NNG 의/JKG 풍요/NNG 롭/XSA ᄆ/ETN 으로/JKB 쌓이/VV 는/ETM 세상/NNG 이/VCP 다/EF ./SF 
배__09/NNG	하/XSV 아/EC 보/VX ᆫ/ETM 결과/NNG 체액/NNG 과/JKB 동일/XR 하/XSA ᆫ/ETM 삼투압/NNG 을/JKO 갖/VV 는/ETM 전해질/NNG 액/NNG 이/JKS 보통/NNG 물/NNG 보다/JKB 흡수/NNG 속도/NNG 가/JKS 약/MM 10/SN 	배/NNG	이상/NNG 빠르/VA ᆫ/ETM 것/NNB 을/JKO 알/VV ᆯ/ETM 수/NNB 있/VV 었/EP 다/EF ./SF 
배__09/NNG	들/XSN 에게/JKB 콜라/NNG 나/JC 사이다/NNG 에/JKB 비하/VV 아/EC 맛/NNG 이/JKS 덜/MAG 좋/VA 다는/ETM 인식/NNG 을/JKO 주/VV ᆯ/ETM 수/NNB 있/VV 고/EC 가격/NNG 이/JKS 콜라/NNG 의/JKG 2/SN 	배/NNG	,/SP 주스/NNG 류/XSN 의/JKG 1/SN ./SF 
배__09/NNG	5/SN 	배/NNG	정도/NNG 로/JKB 비싸/VA 다는/ETM 단점/NNG 이/JKS 있/VV 다/EF ./SF 
배__01/NNG	되/XSV ᆫ/ETM 음료/NNG 이/VCP 며/EC 스포츠/NNG 음료/NNG 범주/NNG 로서/JKB 의/JKG 알칼리/NNG 성/XSN 이온/NNG 음료/NNG 는/JX 경기/NNG 중/NNB 수분/NNG 을/JKO 보충/NNG 하/XSV ᆯ/ETM 때/NNG 복통/NNG 또는/MAJ 	배/NNG	의/JKG 이화감/NNG 으로/JKB 경기/NNG 중/NNB 경기/NNG 속행/NNG 불능/NNG 상태/NNG 에/JKB 빠지/VV 게/EC 되/VX 거나/EC 이/MM 때문/NNB 에/JKB 수분/NNG 을/JKO 보충/NNG 하/XSV 지/EC 않/VX 고/EC 장시간/NNG 
배__09/NNG	이/MM 표/NNG 에/JKB 의하/VV 면/EC 포카리스웨트/NNP 의/JKG 판매력/NNG 은/JX 차량/NNG 기준/NNG 으로/JKB 당사/NNG 음료/NNG 판매력/NNG 의/JKG 약/MM 3/SN 	배/NNG	1/SN )/SS 로/JKB 추정/NNG 되/XSV 며/EC 거래점/NNG 취급/NNG 률/XSN 은/JX 약/MM 2/SN ./SF 
배__09/NNG	3/SN 	배/NNG	이/VCP 다/EF ./SF 
배__09/NNG	광고비/NNG 지출/NNG 규모/NNG 를/JKO 보/VV 면/EC 동서식품/NNP 이/JKS 한국네슬레/NNP 에/JKB 비하/VV 아/EC 약/MM 3/SN 	배/NNG	가량/NNB 크/VA 다/EF ./SF 
배__09/NNG	그러나/MAJ 전반/NNG 적/XSN 이/VCP ᆫ/ETM 생활/NNG 수준/NNG 의/JKG 향상/NNG 을/JKO 고려/NNG 하/XSV 아/EC 보/VX ᆯ/ETM 때/NNG 화학/NNG 조미료/NNG 에/JKB 비하/VV 아서/EC 는/JX 2/SN 	배/NNG	의/JKG 가격/NNG 으로/JKB 책정/NNG 하/XSV 아/EC 고급/NNG ,/SP 천연/NNG 이미지/NNG 를/JKO 살리/VV ᆯ/ETM 수/NNB 있/VV 도록/EC 하/VX 았/EP 다/EF ./SF 
배__09/NNG	발매/NNG 첫/MM 해/NNG 이/VCP ᆫ/ETM 1975/SN 년/NNB 100/SN 톤/NNB 정도/NNG 이/VCP 었/EP 던/ETM 판매량/NNG 이/JKS 꾸준히/MAG 증가/NNG 하/XSV 아/EC 1982/SN 년/NNB 에/JKB 는/JX 약/MM 30/SN 	배/NNG	에/JKB 이르/VV 는/ETM 3000/SN 톤/NNB 까지/JX 확대/NNG 되/XSV 는/ETM 성장/NNG 을/JKO 하/VV 았/EP 음/ETN 을/JKO 알/VV ᆯ/ETM 수/NNB 있/VV 다/EF ./SF 
배__09/NNG	8/SN 	배/NNG	의/JKG 광고비/NNG 를/JKO 지출/NNG 하/XSV 는/ETM 마케팅/NNG 노력/NNG 을/JKO 기울이/VV 었/EP 다/EF ./SF 
배__09/NNG	5/SN 	배/NNG	로/JKB 나타나/VV 았/EP 는데/EC ,/SP 이/NP 는/JX 다시다/NNP 의/JKG 속성/NNG 이/JKS 맛나/NNP 에/JKB 비하/VV 아/EC 소비자/NNG 들/XSN 의/JKG 마음/NNG 속/NNG 에/JKB 더/MAG 긍정/NNG 적/XSN 으로/JKB 
배__09/NNG	이/NP 에/JKB 제일제당/NNP 은/JX 다시다/NNP 제품/NNG 을/JKO 다각/NNG 화/XSN 시키/XSV 어/EC 쇠고기/NNG 함량/NNG 이/JKS 기존/NNG 의/JKG 다시다/NNP 보다/JKB 5/SN 	배/NNG	많/VA 은/ETM 다시다골드/NNP 를/JKO 선보이/VV 었/EP 다/EF ./SF 
배__09/NNG	대중/NNG 화/XSN 가/JKS 실현/NNG 되/XSV ᆯ/ETM 것/NNB 이/VCP 기/ETN 때문/NNB 에/JKB 21/SN 세기/NNG 말/NNB 경/XSN 에/JKB 는/JX 전/MM 세계/NNG 자동차/NNG 보유량/NNG 이/JKS 현재/NNG 의/JKG 2/SN 	배/NNG	가량/NNB 으로/JKB 늘어나/VV ᆯ/ETM 것/NNB 으로/JKB 보이/VV ᆫ다/EF ./SF 
배__09/NNG	소형/NNG 승용차/NNG 의/JKG 경우/NNG 만/JX 보/VV 아도/EC 각종/NNG 세금/NNG 이/JKS 생산가/NNG 의/JKG 반/NNG 정도/NNG 나/JX 되/VV 어/EC 외국/NNG 에/JKB 비하/VV 아/EC 두/MM 	배/NNG	에/JKB 가깝/VA ᆫ/ETM 세금/NNG 을/JKO 부과/NNG 하/XSV 고/EC 있/VX 다/EF ./SF 
배__09/NNG	판매/NNG 측면/NNG 에서/JKB 는/JX 1991/SN 년/NNB 10/SN 월/NNB 말/NNB 에/JKB 25/SN 인치/NNG 이상/NNG 의/JKG 대형/NNG 텔레비전/NNG 시장/NNG 에서/JKB 금성사/NNP 는/JX 광고/NNG 시작/NNG 전/NNG 보다/JKB 4/SN 	배/NNG	이상/NNG 의/JKG 판매/NNG 성장/NNG 을/JKO 보이/VV 었/EP 다/EF ./SF 
배__09/NNG	주력/NNG 화/XSN 시키/XSV ᆫ/ETM 결과/NNG 이/VCP 라는/ETM 광고/NNG 외/NNG 적/XSN 이/VCP ᆫ/ETM 요소/NNG 도/JX 있/VV 지만/EC ,/SP 하여튼/MAG 광고/NNG 노출/NNG 이후/NNG 에/JKB 매출액/NNG 이/JKS 4/SN 	배/NNG	이상/NNG 증가/NNG 하/XSV 는/ETM 성과/NNG 를/JKO 거두/VV 었/EP 고/EC 소비자/NNG 의/JKG 광고/NNG 인지도/NNG 면/NNG 에서/JKB 도/JX 경쟁사/NNG 광고/NNG 를/JKO 능가/NNG 하/XSV 고/EC 있/VX 습니다/EF ./SF 
배__09/NNG	3/SN ~/SO 4/SN 천만/NR 원__x01/NNG 정도/NNG 에/JKB 불과/XR 하/XSA 지만/EC `/SS 신/XPN 대우/NNP 가족/NNG '/SS 은/JX 한/MM 편/NNB 에/JKB 그/MM 비용/NNG 의/JKG 2/SN ~/SO 3/SN 	배/NNG	이/VCP ᆫ/ETM 1/SN 억/NR 원__x01/NNG 정도/NNG 가/JKS 들/VV 었/EP 다는/ETM 점/NNB 을/JKO 고려/NNG 하/XSV ᆫ다면/EC 대우전자/NNP 가/JKS 연속극/NNG 광고/NNG 를/JKO 위하/VV 아/EC 얼마나/MAG 많/VA 은/ETM 
배__09/NNG	이/MM 때/NNG 평균/NNG 도달/NNG 률/XSN 은/JX 41/SN %/SW 이/VCP 었/EP 는데/EC 1/SN 단계/NNG 에/JKB 비하/VV 아/EC 2/SN 	배/NNG	이상/NNG 이/JKS 증가/NNG 하/XSV 았/EP 음/ETN 을/JKO 알/VV ᆯ/ETM 수/NNB 있/VV 다/EF ./SF 
배__09/NNG	종류/NNG 는/JX 정책/NNG 광고/NNG 와/JC 법정/NNG 광고/NNG 가/JKS 비슷/XR 하/XSA ᆫ/ETM 비율/NNG 로/JKB 있/VV 지만/EC 집행/NNG 횟수/NNG 는/JX 정책/NNG 광고/NNG 가/JKS 법정/NNG 광고/NNG 의/JKG 3/SN 	배/NNG	정도/NNG 되/VV 는/ETM 것/NNB 을/JKO 알/VV ᆯ/ETM 수/NNB 있/VV 다/EF ./SF 
배__01/NNG	예/NNG 를/JKO 들/VV 면/EC 	배/NNG	가/JKS 몹시/MAG 고프/VA 아서/EC 앞/NNG 에/JKB 놓이/VV ᆫ/ETM 음식/NNG 을/JKO 게걸/XR 스럽/XSA 게/EC 먹/VV 고/EC 싶/VX 은데/EC 분위기/NNG 때문/NNB 에/JKB 먹/VV 기/ETN 가/JKS 어렵/VA ᆯ/ETM 
배__01/NNG	이/NP 는/JX 	배/NNG	가/JKS 고프/VA 다는/ETM 본능/NNG 적/XSN 이/VCP ᆫ/ETM 욕구/NNG 를/JKO 해소/NNG 하/XSV 는/ETM 조치/NNG 가/JKS 아니/VCN 라/EC 본능/NNG 적/XSN 욕구/NNG 를/JKO 피하/VV 려는/ETM 거짓/NNG 조치/NNG 가/JKS 
배__01/NNG	이러하/VA ᆫ/ETM 어머니/NNG 의/JKG 마음/NNG 을/JKO 알/VV 는/ETM 주위/NNG 사람/NNG 은/JX 	배/NNG	모양/NNG 이/JKS 꼭/MAG 아들/NNG 같/VA 다든가/EC 얼굴/NNG 이/JKS 아들/NNG 을/JKO 낳/VV 게/EC 생기/VV 었/EP 다던가/EC 하/VV 아/EC 어머니/NNG 를/JKO 격려/NNG 하/XSV ᆫ다/EF ./SF 
배__03/NNG	여자/NNG 는/JX 	배/NNG	맛/NNG 같/VA 아야/EC 미/XPN 성년/NNG 의/JKG 허물/NNG 을/JKO 벗/VV 고/EC 성년/NNG 이/JKC 되/VV 어도/EC 여성/NNG 에게/JKB 요구/NNG 되/XSV 는/ETM 규범/NNG 과/JC 기준/NNG 은/JX 어리/VA ᆫ/ETM 
배__03/NNG	듣/VV 어/EC 가/VX ᆯ수록/EC 자기/NP 의/JKG 개성/NNG 을/JKO 살리/VV 는/ETM 대신/NNG ,/SP 부모/NNG 와/JC 주변/NNG 사람/NNG 들/XSN 이/JKS 원하/VV 는/ETM 대로/NNB 사각사각/MAG 잘/MAG 씹히/VV 는/ETM 	배/NNG	처럼/JKB 상냥/XR 하/XSA 고/EC 순종/NNG 적/XSN 이/VCP 어야/EC 하/VX ᆫ다/EF ./SF 
배__03/NNG	특히/MAG 미혼/NNG 의/JKG 딸/NNG 을/JKO 두/VV ᆫ/ETM 부모/NNG 는/JX 정말/MAG 	배/NNG	맛/NNG 같/VA 은/ETM 여자/NNG 이/VCP 기/ETN 를/JKO 바라/VV ᆫ다/EF ./SF 
배__03/NNG	어/EC 가/VV ᆯ수록/EC 자기/NP 의/JKG 개성/NNG 을/JKO 살리/VV 는/ETM 대신/NNG ,/SP 부모/NNG 와/JC 주변/NNG 사람/NNG 들/XSN 이/JKS 원하/VV 는/ETM 대/NNB 로/JKB 사각사각/MAG 잘/MAG 씹히/VV 는/ETM 	배/NNG	처럼/JKB 상냥/XR 하/XSA 고/EC 순종/NNG 적/XSN 이/VCP 어야/EC 하/VX ᆫ다/EF ./SF 
배__03/NNG	특히/MAG 미혼/NNG 의/JKG 딸/NNG 을/JKO 두/VV ᆫ/ETM 부모/NNG 는/JX 정말/MAG 	배/NNG	맛/NNG 같/VA 은/ETM 여자/NNG 이/VCP 기/ETN 를/JKO 바라/VV ᆫ다/EF ./SF 
배__09/NNG	주인공/NNG 도/JX 남성/NNG 이/JKS 여성/NNG 보다/JKB 세/MM 	배/NNG	이상/NNG 많/VA 으며/EC 사회/NNG 적/XSN 역할/NNG 도/JX 차별/NNG 이/JKS 심하/VA 아서/EC 남성/NNG 은/JX 능동적/NNP 이/VCP 고/EC 활동/NNG 적/XSN 이/VCP ᆫ/ETM 데/NNB 비하/VV 아/EC 여성/NNG 은/JX 
배__01/NNG	거들/NNG 광고/NNG 는/JX 펑퍼짐/XR 하/XSA ᆫ/ETM 엉덩이/NNG 와/JC 축/MAG 처지/VV ᆫ/ETM 	배/NNG	를/JKO 은근히/MAG 비난/NNG 하/XSV 며/EC ,/SP 높/VA 은/ETM 신발/NNG 광고/NNG 는/JX 아름답/VA ᆫ/ETM 걸음걸이/NNG 를/JKO 만들/VV 어/EC 주/VX ᆫ다고/EC 유혹/NNG 하/XSV ᆫ다/EF ./SF 
배__09/NNG	5/SN %/SW 로/JKB 다른/MM 자식/NNG (/SS 21/SN %/SW )/SS 에/JKB 비하/VV 아/EC 두/MM 	배/NNG	이상/NNG 이/VCP ᆫ/ETM 것/NNB 으로/JKB 나타나/VV 았/EP 다/EF ./SF 
배__01/NNG	엉덩이/NNG 가/JKS 크/VA 게/EC 퍼지/VV 고/EC 	배/NNG	가/JKS 크/VA 어야/EC 하/VX ᆫ다/EF ./SF 
배__09/NNG	한국/NNP 에서/JKB 사내/NNG 아이/NNG 는/JX 계집/NNG 아이/NNG 보다/JKB 열/NR 	배/NNG	나/JX 가치/NNG 있/VV 게/EC 여기/VV 어/EC 지/VX ᆫ다/EC "/SS 는/ETM 외국인/NNG 의/JKG 기록/NNG 이/JKS 있/VV 을/ETM 만큼/NNB 우리/NP 나라/NNG 의/JKG 아들/NNG 선호/NNG 는/JX 뿌리/NNG 가/JKS 
배__01/NNG	세상/NNG 에서/JKB 가장/MAG 불/XPN 평등/NNG 하/XSA ᆫ/ETM 거래/NNG 이것/NP 이/JKS 우리/NP 직업/NNG 이/VCP 에요/EC 매춘/NNG 은/JX 	배/NNG	부르/VA ᆫ/ETM 남자/NNG 들/XSN 의/JKG 유희/NNG 가/JKC 아니/VCN 다/EF ./SF 
배__01/NNG	나/NP 는/JX 모두/NNG 가/JKS 오른편/NNG 	배/NNG	보다/JKB 옆구리/NNG 가/JKS 훨씬/MAG 더/MAG 젖/VA 었/EP 다고/EC 하/VV 는/ETM 말/NNG 을/JKO 듣/VV 었/EP 을/ETM 때/NNG ,/SP 무엇/NP 이/VCP 라고/EC 형언/NNG 하/XSV ᆯ/ETM 수/NNB 없/VA 
배__09/NNG	그/MM 먹이/NNG 를/JKO 재/VV 어/EC 보/VX ᆫ즉/EC 벌/NNG 은/JX 150/SN 밀리그램/NNG ,/SP 연잎무늬바구미/NNG 는/JX 평균/NNG 250/SN 밀리그램/NNG 으로서/JKB ,/SP 먹이/NNG 의/JKG 무게/NNG 가/JKS 약/MM 두/MM 	배/NNG	에/JKB 가깝/VA ᆫ/ETM 편/NNG 이/VCP 다/EF ./SF 
배__01/NNG	먹이/NNG 가/JKS 	배/NNG	밑/NNG 에서/JKB 빠지/VV 어/EC 없/VA 어/EC 지/VX ᆫ/ETM 것/NNB 을/JKO 깨닫/VV 자/EC 왕노래기벌/NNG 은/JX 화/NNG 를/JKO 내/VV 어/EC 발/NNG 을/JKO 동동/MAG 구르/VV 며/EC 방향/NNG 을/JKO 
배__01/NNG	그/MM 다음/NNG 왕노래기벌/NNG 은/JX 죽/VV 은/ETM 시체/NNG 를/JKO 젖뜨리/VV 어/EC 누이/VV 고/EC 	배/NNG	와/JC 배/NNG 를/JKO 마주대/VV ᆫ/ETM 다음/NNG ,/SP 이쪽/NNG 발/NNG 과/JC 저쪽/NNG 발/NNG 을/JKO 모으/VV 아서/EC 움키/VV 어/EC 쥐/VV 고/EC 날아가/VV 아/EC 버리/VX ᆫ다/EF ./SF 
배__01/NNG	그/MM 다음/NNG 왕노래기벌/NNG 은/JX 죽/VV 은/ETM 시체/NNG 를/JKO 젖뜨리/VV 어/EC 누이/VV 고/EC 배/NNG 와/JC 	배/NNG	를/JKO 마주대/VV ᆫ/ETM 다음/NNG ,/SP 이쪽/NNG 발/NNG 과/JC 저쪽/NNG 발/NNG 을/JKO 모으/VV 아서/EC 움키/VV 어/EC 쥐/VV 고/EC 날아가/VV 아/EC 버리/VX ᆫ다/EF ./SF 
배__01/NNG	벌/NNG 은/JX 	배/NNG	를/JKO 땅/NNG 에다/JKB 대/VV 고/EC 부들부들/MAG 떨/VV 며/EC 나자빠지/VV 어서/EC 발/NNG 을/JKO 뻗/VV 었/EP 다/EC 구부리/VV 었/EP 다/EC 하/VX 며/EC 떨리/VV 는/ETM 날개/NNG 로/JKB 죽/VV 
배__01/NNG	그리고/MAJ 두/MM 번/NNB 째/XSN 의/JKG 마디/NNG 를/JKO 역시/MAJ 	배/NNG	의/JKG 바닥/NNG 에서부터/JKB 찌르/VV ᆫ다/EF ./SF 
배__01/NNG	발/NNG 이/JKS 달리/VV ᆫ/ETM 가슴/NNG 에/JKB 셋째/NR 마디/NNG ,/SP 발/NNG 이/JKS 달리/VV 지/EC 않/VX 은/ETM 둘째/NR 마디/NNG ,/SP 	배/NNG	에/JKB 달리/VV ᆫ/ETM 발/NNG 다음/NNG 의/JKG 넷째/NR 번/NNB 마디/NNG 에다/JKB 찌르/VV 어서/EC 상처/NNG 를/JKO 입히/VV 고/EC ,/SP 뒤/NNG 의/JKG 끝/NNG 에/JKB 있/VV 는/ETM 네/MM 개/NNB 
배__01/NNG	상대방/NNG 은/JX 몸/NNG 을/JKO 반/NNG 쯤/NNB 구부리/VV 고/EC ,/SP 	배/NNG	를/JKO 땅/NNG 에다/JKB 대/VV 고/EC 쓰러지/VV 더니/EC 몸/NNG 을/JKO 꼼짝/MAG 도/JX 못/MAG 하/VV ᆫ다/EF ./SF 
배__09/NNG	비둘기/NNG 는/JX 이/MM 벌/NNG 보다/JKB 1/SN 천/NR 	배/NNG	나/JX 크/VA ᆫ/ETM 셈/NNG 이/JKC 되/VV 므로/EC ,/SP 벌/NNG 과/JKB 상대/NNG 가/JKC 되/VV 려면/EC 적어도/MAG 3/SN 천/NR 킬로미터/NNG 의/JKG 거리/NNG 즉/MAJ ,/SP 프랑스/NNP 의/JKG 북쪽/NNG 
배__01/NNG	알/NNG 을/JKO 배/VV 어서/EC 	배/NNG	가/JKS 부르/VV 어/EC 지/VX ᆫ/ETM 여치/NNG 의/JKG 암컷/NNG 은/JX ,/SP 땅말벌/NNG 의/JKG 새끼/NNG 가/JKS 가장/MAG 좋아하/VV 는/ETM 먹이/NNG 이/VCP 다/EF ./SF 
배__09/NNG	을/JKO 비교/NNG 하/XSV 아/EC 보/VX 면/EC 같/VA 은/ETM 상처/NNG 를/JKO 입/VV 은/ETM 벌레/NNG 가/JKS ,/SP 아무/MM 상처/NNG 도/JX 받/VV 지/EC 않/VX 은/ETM 벌레/NNG 보다/JKB 4/SN 	배/NNG	나/JX 더/MAG 오래/MAG 살/VV ᆫ/ETM 셈/NNG 이/VCP 다/EF ./SF 
배__01/NNG		배/NNG	가/JKS 검/VA 은/ETM 독거미/NNG 거미/NNG 의/JKG 독/NNG (/SS 毒/SH )/SS 거미/NNG 를/JKO 가리키/VV 어서/EC ,/SP 예쁘/VA 다거나/EC 사랑/NNG 스럽/XSA 다는/ETM 사람/NNG 은/JX 하나/NR 도/JX 없/VA 
배__01/NNG	우리/NP 가/JKS 살/VV 고/EC 있/VX 는/ETM 지방/NNG 의/JKG 거미/NNG 종류/NNG 중/NNB 에서/JKB 제일/NNG 굉장/XR 하/XSA ᆫ/ETM ,/SP 	배/NNG	가/JKS 검/VA 은/ETM 독거미/NNG 를/JKO 이제/NNG 부터/JX 연구/NNG 하/XSV 아/EC 보/VX 자/EF ./SF 
배__01/NNG	우리/NP 지방/NNG 에/JKB 는/JX 	배/NNG	검/VA 은/ETM 독거미/NNG ,/SP 별명/NNG 은/JX 나르본주머니거미/NNG 이/VCP 라는/ETM 것/NNB 이/JKS 있/VV 다/EF ./SF 
배__01/NNG	이/MM 거미/NNG 는/JX 	배/NNG	[/SS 腹/SH ]/SS 가/JKS 검/VA 은/ETM 비로드/NNG 빛/NNG 으로/JKB 되/VV 어/EC 있/VX 고/EC ,/SP 그/MM 아래/NNG 로/JKB 는/JX 갈색/NNG 무늬/NNG 에다/JKB 발/NNG 은/JX 회백색/NNG 의/JKG 
배__01/NNG		배/NNG	에서부터/JKB 아래/NNG 를/JKO 찔리/VV 었/EP 을/ETM 때/NNG ,/SP 몸/NNG 을/JKO 움직이/VV 지/EC 못하/VX 는/ETM 것/NNB 을/JKO 널따랗/VA ᆫ/ETM 병/NNG 속/NNG 에/JKB 넣/VV 어/EC 두/VX 면/EC 
배__01/NNG	다른/MM 곳/NNG ,/SP 즉/MAJ 허리/NNG 나/JC 	배/NNG	를/JKO 물리/VV 었/EP 을/ETM 때/NNG 는/JX 벌/NNG 은/JX 반/NNG 시간/NNG 동안/NNG 이나/JX 갖/VV 고/EC 있/VX 는/ETM 비수/NNG 같/VA 은/ETM 침/NNG 끝/NNG 과/JC 톱니/NNG 처럼/JKB 억세/VA 
배__01/NNG	이/NP 처럼/JKB 	배/NNG	가/JKS 검/VA 은/ETM 독거미/NNG 에게/JKB 물리/VV 면/EC ,/SP 곤충/NNG 보다/JKB 크/VA ᆫ/ETM 동물/NNG 에게/JKB 도/JX 무섭/VA ᆫ/ETM 결과/NNG 를/JKO 가져오/VV ᆫ다/EF ./SF 
